Cities,Lat,Lng,Names,users_id,tasks_id
Zelenogradsk,54.95800167416264,20.474936036456363,Graphics South LLC,1632,7120
Zelenogradsk,54.9602940415959,20.476903717012075,Provider Resource Graphics Agency,1633,7121
Zelenogradsk,54.95750142128018,20.476285577504353,General Interactive Organization,1634,7122
Zelenogradsk,54.95927911930172,20.478581953959683,Solutions Direct Universal Incorporated,1635,7123
Zelenogradsk,54.96025486538461,20.477656177334456,West Adventure Frontier LLC,1636,7124
Zelenogradsk,54.957384307296536,20.475985590747737,Building Corporation,1637,7125
Zelenogradsk,54.95877852561837,20.476739637402453,Consulting Resource Analysis LLC,1638,7126
Zelenogradsk,54.95694379932609,20.476584315014563,Universal Organization,1639,7127
Zelenogradsk,54.95784627374019,20.47546107243877,Signal Bell North Inc,1640,7128
Zelenogradsk,54.96056606271718,20.477175732813947,Network LLC,1641,7129
Zelenogradsk,54.960209015620464,20.477192145560085,Pacific Construction Technology Limited,1642,7130
Zelenogradsk,54.95867150651141,20.477612572665496,Net Telecom Co,1643,7131
Zelenogradsk,54.95736241277041,20.475879170644085,People Hill Digital Organization,1644,7132
Zelenogradsk,54.95842131322018,20.477526280536622,Universal Corporation,1645,7133
Zelenogradsk,54.96005100799691,20.47747280759001,People Agency,1646,7134
Zelenogradsk,54.957857132775246,20.477573921479195,Industries Industries,1647,7135
Zelenogradsk,54.958844602728526,20.475946245906364,Application Software Systems Incorporated,1648,7136
Zelenogradsk,54.96018496392484,20.47805897859002,Industries Group,1649,7137
Zelenogradsk,54.95947780165034,20.47773569849266,Studio Organization,1650,7138
Zelenogradsk,54.95783027426832,20.47573149011648,Max Telecom Adventure Inc,1651,7139
Zelenogradsk,54.96007207771715,20.477257630531454,Hill Inc,1652,7140
Zelenogradsk,54.9580388194605,20.47495276828997,Technology Group,1653,7141
Zelenogradsk,54.95913646078923,20.47542310555627,Bell Federated Industries,1654,7142
Zelenogradsk,54.95874798401436,20.4757805297359,Research Medicine East Corporation,1655,7143
Zelenogradsk,54.95755383378424,20.476326962106434,General People Inc,1656,7144
Zelenogradsk,54.95993149830887,20.47676104086226,Future LLC,1657,7145
Zelenogradsk,54.95732163686273,20.476762549508738,Galaxy Group,1658,7146
Zelenogradsk,54.95766100948597,20.477191736316716,Omega Architecture Source Corporation,1659,7147
Zelenogradsk,54.960730931512146,20.47596325174939,Electronic General Digital LLC,1660,7148
Zelenogradsk,54.95777471238835,20.477673167693432,West South East Industries,1661,7149
Zelenogradsk,54.95901875530688,20.47613798286976,Contract South Agency,1662,7150
Zelenogradsk,54.95894376185326,20.476993458644895,People Virtual Agency,1663,7151
Zelenogradsk,54.95821171616863,20.477113512688582,Omega Architecture Agency,1664,7152
Zelenogradsk,54.96011758567471,20.47617823352153,North Organization,1665,7153
Zelenogradsk,54.96034908873462,20.47698153372465,Venture Incorporated,1666,7154
Zelenogradsk,54.95793280981499,20.475906258313195,Direct Limited,1667,7155
Zelenogradsk,54.957399632666,20.47723481461619,Signal Corporation,1668,7156
Zelenogradsk,54.95948109138783,20.47802548198751,Provider Medicine Virtual Corporation,1669,7157
Zelenogradsk,54.95701972588572,20.477202314820815,West Future Agency,1670,7158
Zelenogradsk,54.95896707054979,20.47767845859301,Construction West Limited,1671,7159
Zelenogradsk,54.9590402256729,20.475319663639006,Research Alpha Organization,1672,7160
Zelenogradsk,54.95890213217297,20.477853373751916,Software Industries,1673,7161
Zelenogradsk,54.95872368139103,20.4757957380837,Solutions Corporation,1674,7162
Zelenogradsk,54.95761378560858,20.477026700245425,Adventure Limited,1675,7163
Zelenogradsk,54.96014022381071,20.47742884135427,Innovation Construction Telecom Inc,1676,7164
Zelenogradsk,54.959414842121824,20.47720563587173,Omega Alpha Agency,1677,7165
Zelenogradsk,54.95914843406705,20.4772134249956,Net Design Studio Inc,1678,7166
Zelenogradsk,54.95772711820352,20.476413808004786,Source International,1679,7167
Zelenogradsk,54.95761105878755,20.476605964259214,Hardware Provider Incorporated,1680,7168
Zelenogradsk,54.95906110594986,20.477861613199067,Star Incorporated,1681,7169
Zelenogradsk,54.96072768929047,20.476483395009506,Galaxy Technology International,1682,7170
Zelenogradsk,54.959199973853245,20.477013344610725,Medicine Alpha Hill Limited,1683,7171
Zelenogradsk,54.95997856416967,20.47808038932784,Net Frontier Innovation Incorporated,1684,7172
Zelenogradsk,54.96045572772591,20.47644181970139,Vision Design Group,1685,7173
Zelenogradsk,54.95878142915582,20.476402474413195,Consulting Solutions Innovation Agency,1686,7174
Zelenogradsk,54.95839465797782,20.475256772934948,Studio LLC,1687,7175
Zelenogradsk,54.959437973339185,20.474807702864727,Electronic South Venture Incorporated,1688,7176
Zelenogradsk,54.95926534815162,20.47845946752643,Contract Federated Solutions Incorporated,1689,7177
Zelenogradsk,54.959713889180826,20.47713220581858,Max Galaxy Incorporated,1690,7178
Zelenogradsk,54.95891588362108,20.475407273311117,Software Architecture People Incorporated,1691,7179
Zelenogradsk,54.96031672633167,20.476608875649298,East Agency,1692,7180
Zelenogradsk,54.95798032704381,20.475616610481588,West North Industries,1693,7181
Zelenogradsk,54.95858924389846,20.47750220031255,General Speed Future Corporation,1694,7182
Zelenogradsk,54.96063819319706,20.477243355752034,Virtual Industries,1695,7183
Zelenogradsk,54.9604083297514,20.47775184823204,Net Hardware International,1696,7184
Zelenogradsk,54.96006160064114,20.476361963261883,Building Inc,1697,7185
Zelenogradsk,54.95729053973271,20.47561319575313,Max Federated Incorporated,1698,7186
Zelenogradsk,54.95906359369701,20.477561229480404,Solutions Group,1600,7187
Zelenogradsk,54.957935599449456,20.47799366116473,Adventure Source Star Industries,1601,7188
Zelenogradsk,54.95829680201671,20.477690669259434,Future Provider International,1602,7189
Zelenogradsk,54.95871597200084,20.47707902493933,Telecom Provider Solutions Industries,1603,7190
Zelenogradsk,54.95896045479049,20.475071960468885,Venture Vision Technology Industries,1604,7191
Zelenogradsk,54.9590341143801,20.47742051599777,Medicine Speed Agency,1605,7192
Zelenogradsk,54.959053945467424,20.47650997037552,Electronic General Software Group,1606,7193
Zelenogradsk,54.957767031597704,20.477957335853624,Contract Incorporated,1607,7194
Zelenogradsk,54.957999474281145,20.47804039847379,Frontier West Analysis Inc,1608,7195
Zelenogradsk,54.960360481955064,20.477422670953732,Solutions Design Star Industries,1609,7196
Zelenogradsk,54.958274542654685,20.475060874434025,Research South LLC,1610,7197
Zelenogradsk,54.960398850295455,20.475890563894634,Net Co,1611,7198
Zelenogradsk,54.958579730925734,20.47570874121977,Direct Architecture Limited,1612,7199
Zelenogradsk,54.9598017972277,20.4782362191353,Systems Solutions International,1613,7200
Zelenogradsk,54.95869608382983,20.47509138640073,Atlantic Telecom Inc,1614,7201
Zelenogradsk,54.95967392001098,20.476344413909295,Galaxy Pacific Inc,1615,7202
Zelenogradsk,54.958433338329954,20.47757956057372,Internet Co,1616,7203
Zelenogradsk,54.95824914359966,20.476284453699577,Source Co,1617,7204
Zelenogradsk,54.96021299675187,20.477344451914597,Omega Research International,1618,7205
Zelenogradsk,54.959021678270034,20.47805978151428,Net Design Corporation,1619,7206
Zelenogradsk,54.95796904064205,20.476942072439233,Hardware Corporation,1620,7207
Zelenogradsk,54.96037982660464,20.477849154829492,Telecom LLC,1621,7208
Zelenogradsk,54.95910362069794,20.476685608061473,Electronics Consulting Power Incorporated,1622,7209
Zelenogradsk,54.95807575211038,20.47630222208172,Provider Electronic Limited,1623,7210
Zelenogradsk,54.95858851572212,20.47694446422249,Research Innovation Digital Incorporated,1624,7211
Zelenogradsk,54.958190635988316,20.4751654765026,Star Co,1625,7212
Zelenogradsk,54.95866417517727,20.475537753642463,Electronics International,1626,7213
Zelenogradsk,54.95985869854379,20.475774546046775,Vision Limited,1627,7214
Zelenogradsk,54.95768432434956,20.47634964980529,Research Medicine Organization,1628,7215
Zelenogradsk,54.958942484854134,20.478545786491555,Research Venture Inc,1629,7216
Zelenogradsk,54.95970160521566,20.478375480200796,Software International,1630,7217
Zelenogradsk,54.957334918191755,20.476209013600982,Analysis Max Co,1631,7218
Zelenogradsk,54.9581543466801,20.476056130705427,Medicine Architecture Limited,1632,7219
Zelenogradsk,54.95824557222881,20.475102174928157,Source Network Organization,1633,7220
Zelenogradsk,54.95789829514213,20.478309060771092,Federated Incorporated,1634,7221
Zelenogradsk,54.960078791291515,20.476469039300603,Graphics LLC,1635,7222
Zelenogradsk,54.959239383667665,20.477281559571004,Hill Analysis Limited,1636,7223
Zelenogradsk,54.958792310515705,20.475678976265687,Hill Net Adventure Organization,1637,7224
Zelenogradsk,54.95961984934218,20.47544577380919,Construction Power Industries Group,1638,7225
Zelenogradsk,54.958827253132654,20.477686334487583,Construction Max Medicine Organization,1639,7226
Zelenogradsk,54.95869580666924,20.47771849868799,Industries Analysis Universal Incorporated,1640,7227
Zelenogradsk,54.95914212781664,20.47776845074446,Telecom Design Corporation,1641,7228
Zelenogradsk,54.957995247894175,20.476787283305818,Omega Signal Group,1642,7229
Zelenogradsk,54.95922529074664,20.476273642476972,Innovation South Internet Industries,1643,7230
Zelenogradsk,54.96026251958344,20.476664339151796,Provider Inc,1644,7231
Zelenogradsk,54.96075640462454,20.47665585040032,Solutions Frontier Star LLC,1645,7232
Zelenogradsk,54.96068193635339,20.47582251208764,Omega Power Research LLC,1646,7233
Zelenogradsk,54.95875961121693,20.47717231590532,North LLC,1647,7234
Zelenogradsk,54.95908465249539,20.476488705395333,Direct Limited,1648,7235
Zelenogradsk,54.9579132401586,20.47638623238029,Digital Provider Adventure Incorporated,1649,7236
Zelenogradsk,54.96029204092637,20.477362751819147,Solutions LLC,1650,7237
Zelenogradsk,54.95985777608429,20.478398252172116,Electronics Architecture North Organization,1651,7238
Zelenogradsk,54.95802822950915,20.476111535221275,Hardware Corporation,1652,7239
Zelenogradsk,54.96047672929746,20.4768852267309,Net Group,1653,7240
Zelenogradsk,54.960800546570546,20.476352248223176,Research Future Interactive Corporation,1654,7241
Zelenogradsk,54.95737127676987,20.47572310927077,Max Solutions Data International,1655,7242
Zelenogradsk,54.95837816529965,20.476740993984205,Design Provider General Incorporated,1656,7243
Zelenogradsk,54.95742532995853,20.477739870398388,Interactive International,1657,7244
Zelenogradsk,54.95902710914535,20.47743951729858,Future Source Incorporated,1658,7245
Zelenogradsk,54.95840103655882,20.47726713223728,South Software Design Agency,1659,7246
Zelenogradsk,54.95786560554198,20.47522202971147,Innovation Frontier Telecom Inc,1660,7247
Zelenogradsk,54.95816001151155,20.47765897383224,Construction Bell Co,1661,7248
Zelenogradsk,54.95885055704304,20.478569841123388,Star LLC,1662,7249
Zelenogradsk,54.959731020889514,20.47743781090894,Medicine Source Telecom LLC,1663,7250
Zelenogradsk,54.9592657651206,20.477054756582127,Solutions Hardware Star Incorporated,1664,7251
Zelenogradsk,54.9573917685628,20.476443895127986,Solutions Group,1665,7252
Zelenogradsk,54.95741625744665,20.47748429929874,Source Incorporated,1666,7253
Zelenogradsk,54.957514347268685,20.47746669832001,Frontier Software Organization,1667,7254
Zelenogradsk,54.95904703694385,20.47558801744362,Future Hardware Star Group,1668,7255
Zelenogradsk,54.95854011091759,20.4769163929096,Analysis Industries,1669,7256
Zelenogradsk,54.960231796697315,20.476499458328398,Electronic Hill Co,1670,7257
Zelenogradsk,54.95705621019163,20.47718769318287,Star Inc,1671,7258
Zelenogradsk,54.95997838230085,20.478336561895826,Innovation Agency,1672,7259
Zelenogradsk,54.95863777013608,20.474715490231432,Star Incorporated,1673,7260
Zelenogradsk,54.95973838421297,20.476929144590184,South Speed Future Corporation,1674,7261
Zelenogradsk,54.95931571627919,20.475985240518174,Vision LLC,1675,7262
Zelenogradsk,54.95912172654419,20.475378592786154,Research Agency,1676,7263
Zelenogradsk,54.959059213940044,20.478457343226452,East Industries International,1677,7264
Zelenogradsk,54.95733189294311,20.47704152070118,East Network Galaxy Group,1678,7265
Zelenogradsk,54.95827142388195,20.477578953021393,Universal Galaxy LLC,1679,7266
Zelenogradsk,54.9590297049842,20.47848672435619,Direct Co,1680,7267
Zelenogradsk,54.95882766068377,20.478015855854416,Application People Inc,1681,7268
Zelenogradsk,54.95794275802778,20.477481520517173,Software Organization,1682,7269
Zelenogradsk,54.95944044612359,20.476609956269318,Industries Signal International,1683,7270
Zelenogradsk,54.95696978940403,20.47665617330185,Vision Omega Source International,1684,7271
Zelenogradsk,54.957760967846845,20.475636101826634,Virtual Adventure Limited,1685,7272
Zelenogradsk,54.959777766612184,20.478191938924635,Research Electronics Source Agency,1686,7273
Zelenogradsk,54.95898260280047,20.47723352121855,Venture Co,1687,7274
Zelenogradsk,54.95866689717276,20.478181103261903,Virtual Net Signal LLC,1688,7275
Zelenogradsk,54.960118061983984,20.476497751337817,Construction Future South Industries,1689,7276
Zelenogradsk,54.96022713237594,20.476677648984364,Federated Application Industries,1690,7277
Zelenogradsk,54.95985808150604,20.475459991189513,Federated Construction Organization,1691,7278
Zelenogradsk,54.957652452012546,20.475865395075935,Data LLC,1692,7279
Zelenogradsk,54.959625842057626,20.47560646667223,Star Solutions Inc,1693,7280
Zelenogradsk,54.95811921114737,20.478171995393744,Application Architecture Organization,1694,7281
Zelenogradsk,54.95820689573319,20.47506607778671,Power Inc,1695,7282
Zelenogradsk,54.9596704002552,20.475101151268646,Internet Building LLC,1696,7283
Zelenogradsk,54.958317608719696,20.476943115522385,Building South Co,1697,7284
Zelenogradsk,54.96077337138969,20.477158503708335,Net Provider Industries Group,1698,7285
Zelenogradsk,54.96033669616011,20.476265663856204,South Network Incorporated,1600,7286
Zelenogradsk,54.95850989418331,20.474970657702464,Advanced International,1601,7287
Zelenogradsk,54.96045331440145,20.476154957022956,Max People Inc,1602,7288
Zelenogradsk,54.95900427363314,20.475357174110258,Building Construction Inc,1603,7289
Zelenogradsk,54.95976387425398,20.475816459645554,Resource Incorporated,1604,7290
Zelenogradsk,54.959053423219416,20.47807650426533,Virtual Alpha Industries,1605,7291
Zelenogradsk,54.960086294686704,20.478044184317717,Adventure Pacific LLC,1606,7292
Zelenogradsk,54.95886189983765,20.475809921311455,Systems Software Analysis Organization,1607,7293
Zelenogradsk,54.95959778190151,20.476787306493982,Pacific Architecture Group,1608,7294
Zelenogradsk,54.9579370063529,20.475466155802287,Bell People Agency,1609,7295
Zelenogradsk,54.96017709844062,20.476636474720806,Federated Application West Industries,1610,7296
Zelenogradsk,54.96063268092012,20.47686441380165,Vision Federated Speed Co,1611,7297
Zelenogradsk,54.9585645703415,20.476569395351977,Solutions Organization,1612,7298
Zelenogradsk,54.95918191003698,20.476952136432647,Graphics Contract Universal Inc,1613,7299
Zelenogradsk,54.9583296597598,20.476271276239057,Federated Electronic Speed Organization,1614,7300
Zelenogradsk,54.95957793479548,20.47639419801842,Vision Application Inc,1615,7301
Zelenogradsk,54.9584020277341,20.475464168835718,Frontier Universal East Corporation,1616,7302
Zelenogradsk,54.96050267627144,20.476241654569822,Virtual Venture Atlantic Industries,1617,7303
Zelenogradsk,54.95948522802723,20.47654803661748,Studio East International,1618,7304
Zelenogradsk,54.95802692231979,20.478036239745574,Future Systems Atlantic Limited,1619,7305
Zelenogradsk,54.95905306367158,20.477732516152564,Adventure Federated Star Group,1620,7306
Zelenogradsk,54.959533264584515,20.478283433527903,Systems Star Agency,1621,7307
Zelenogradsk,54.958073130890675,20.4777226949625,Medicine Organization,1622,7308
Zelenogradsk,54.95788053282787,20.475938648618104,Construction Network Contract International,1623,7309
Zelenogradsk,54.957050381927566,20.47605850369451,West Power Solutions Co,1624,7310
Zelenogradsk,54.95943836121881,20.477201227790445,People East Group,1625,7311
Zelenogradsk,54.95745279663071,20.476651792051157,Bell Venture Electronic Agency,1626,7312
Zelenogradsk,54.95995698216993,20.477302409105892,Federated Construction Bell Agency,1627,7313
Zelenogradsk,54.95938310123949,20.477316940569402,Digital Graphics Research International,1628,7314
Zelenogradsk,54.959015840478344,20.476763964210157,Net Incorporated,1629,7315
Zelenogradsk,54.95709377520589,20.47693088935265,Telecom Corporation,1630,7316
Zelenogradsk,54.959308158898764,20.476108035271093,Innovation Software Group,1631,7317
Zelenogradsk,54.95805064016007,20.47708442459703,East Star Federated Organization,1632,7318
Zelenogradsk,54.958985578572296,20.47851271457833,Application Universal Agency,1633,7319
Zelenogradsk,54.95934941745303,20.474778325282138,Federated Industries,1634,7320
Zelenogradsk,54.95863113238746,20.478115333491754,Vision Agency,1635,7321
Zelenogradsk,54.958940921003034,20.475924633489516,Solutions Signal Group,1636,7322
Zelenogradsk,54.95726192160547,20.47686311172163,Galaxy Vision West Limited,1637,7323
Zelenogradsk,54.95706890879079,20.476779947830526,Consulting Corporation,1638,7324
Zelenogradsk,54.95816179869381,20.47757936095011,Graphics Group,1639,7325
Zelenogradsk,54.95934882692013,20.475505085310793,Electronic Medicine Software Industries,1640,7326
Zelenogradsk,54.95996420939356,20.477511691149378,Network South Corporation,1641,7327
Zelenogradsk,54.95720522812184,20.47688666134328,Studio Max Organization,1642,7328
Zelenogradsk,54.95827899961996,20.47681727781937,Pacific Corporation,1643,7329
Zelenogradsk,54.95927436284068,20.47612348908843,Industries Organization,1644,7330
Zelenogradsk,54.96030548798698,20.476847651660258,Galaxy International,1645,7331
Zelenogradsk,54.95880190931033,20.47811160271781,Data Speed Co,1646,7332
Zelenogradsk,54.95913757485625,20.477017357908643,Pacific Bell Virtual Organization,1647,7333
Zelenogradsk,54.95820688545328,20.477980734652725,Star Architecture North Organization,1648,7334
Zelenogradsk,54.959436335723545,20.47688727603241,Construction Application Agency,1649,7335
Zelenogradsk,54.95858334850234,20.47799821756471,Net Architecture Group,1650,7336
Zelenogradsk,54.957404746214166,20.477609032689347,Venture Net Consulting Group,1651,7337
Zelenogradsk,54.95746606003681,20.476528304462928,Omega South Group,1652,7338
Zelenogradsk,54.959846014181586,20.475052347955085,Industries Incorporated,1653,7339
Zelenogradsk,54.957176356505585,20.477102871925055,Vision Net Group,1654,7340
Zelenogradsk,54.95833303869498,20.477151747394938,Research Analysis Group,1655,7341
Zelenogradsk,54.95964054177451,20.476910005075222,Vision Organization,1656,7342
Zelenogradsk,54.958866767566136,20.478072651465386,Power Speed LLC,1657,7343
Zelenogradsk,54.95949592032917,20.476905974729174,Star Galaxy Building Organization,1658,7344
Zelenogradsk,54.95738221709121,20.47711616848358,Source Inc,1659,7345
Zelenogradsk,54.959738700481694,20.477164068612577,Medicine Architecture Federated Inc,1660,7346
Zelenogradsk,54.957746462904446,20.476001626049968,Interactive Organization,1661,7347
Zelenogradsk,54.95780729831327,20.475970237751216,Digital Industries Electronic International,1662,7348
Zelenogradsk,54.959674251254484,20.47538007142737,Future Industries,1663,7349
Zelenogradsk,54.95885032655522,20.47484215928043,South Inc,1664,7350
Zelenogradsk,54.95795449550594,20.47686238381551,Contract Vision Software Limited,1665,7351
Zelenogradsk,54.95924498910617,20.4781842423579,Future Galaxy Interactive Co,1666,7352
Zelenogradsk,54.959510379541655,20.47725641067853,Frontier Vision International,1667,7353
Zelenogradsk,54.95830476092015,20.476473531803432,Hill Corporation,1668,7354
Zelenogradsk,54.95998871440435,20.475074115269592,Solutions LLC,1669,7355
Zelenogradsk,54.95846467467132,20.477431677507475,Net Federated Limited,1670,7356
Zelenogradsk,54.95883764079902,20.47627296155659,North South Limited,1671,7357
Zelenogradsk,54.96047555872307,20.47732182315917,Innovation Design Organization,1672,7358
Zelenogradsk,54.96048043248261,20.476718261311255,Research Frontier Architecture LLC,1673,7359
Zelenogradsk,54.96007472456507,20.476891838829154,Omega General Atlantic Incorporated,1674,7360
Zelenogradsk,54.95780053465843,20.475046292617815,People International,1675,7361
Zelenogradsk,54.958134572737535,20.476862589815774,Software Industries,1676,7362
Zelenogradsk,54.95800349870207,20.47614994929293,Omega West Internet Group,1677,7363
Zelenogradsk,54.95925068200561,20.47761278781159,Resource Construction Incorporated,1678,7364
Zelenogradsk,54.95928896268051,20.476913241730376,Galaxy Signal Incorporated,1679,7365
Zelenogradsk,54.95883593447712,20.478538648713133,Architecture Co,1680,7366
Zelenogradsk,54.9599387021037,20.47639253280816,Resource Industries,1681,7367
Zelenogradsk,54.95744025393837,20.477056169747787,West Network Net Agency,1682,7368
Zelenogradsk,54.95915608862816,20.475891606832423,Adventure Limited,1683,7369
Zelenogradsk,54.9583036509925,20.477358498519475,Signal Incorporated,1684,7370
Zelenogradsk,54.958111328153635,20.47606720407612,Architecture Software Hardware Corporation,1685,7371
Zelenogradsk,54.958207829321424,20.475112127334416,Hardware Vision Limited,1686,7372
Zelenogradsk,54.95985071814379,20.47785550540324,Systems Industries,1687,7373
Zelenogradsk,54.95930211098234,20.47646982320373,Signal Bell Incorporated,1688,7374
Zelenogradsk,54.95963532881467,20.478450220615034,Medicine Limited,1689,7375
Zelenogradsk,54.958262998681235,20.476166711094677,Architecture Medicine Inc,1690,7376
Zelenogradsk,54.960392768940125,20.475497666921772,Technology Limited,1691,7377
Zelenogradsk,54.95824809951297,20.47576125379818,North Vision Net Organization,1692,7378
Zelenogradsk,54.958087187011486,20.476583895910252,Data Universal Co,1693,7379
Zelenogradsk,54.95712979822094,20.47611144308993,Data Inc,1694,7380
Zelenogradsk,54.95821451294634,20.475235707949075,Graphics East South Inc,1695,7381
Zelenogradsk,54.957530048409154,20.47597829971548,Galaxy Inc,1696,7382
Zelenogradsk,54.95940810410027,20.475241581557942,Atlantic Corporation,1697,7383
Zelenogradsk,54.960370855628064,20.47676540719917,Net Resource Systems Organization,1698,7384
Zelenogradsk,54.9594220060276,20.47794078763946,Star Electronic Venture Organization,1600,7385
Zelenogradsk,54.95953357533536,20.47624311127469,Application Atlantic Network Incorporated,1601,7386
Zelenogradsk,54.958194258169954,20.477101587812673,Venture Solutions Research LLC,1602,7387
Zelenogradsk,54.95718787643732,20.476699930972554,Technology Internet Alpha Organization,1603,7388
Zelenogradsk,54.9603605842577,20.477598712458665,People Design Limited,1604,7389
Zelenogradsk,54.958863249932946,20.477142800712585,Star Construction Direct Incorporated,1605,7390
Zelenogradsk,54.95937649787647,20.475902030044665,Electronic Contract Telecom Limited,1606,7391
Zelenogradsk,54.95972525712234,20.475376850182528,Internet Data Incorporated,1607,7392
Zelenogradsk,54.959923237221965,20.477791302628756,Net Speed LLC,1608,7393
Zelenogradsk,54.95797674199753,20.475959597679708,Network Building Industries,1609,7394
Zelenogradsk,54.95737173555611,20.47708030299323,Universal Industries,1610,7395
Zelenogradsk,54.95989561795172,20.47511096955122,Atlantic Signal Universal International,1611,7396
Zelenogradsk,54.95761957317458,20.47795448169631,Electronics Adventure Group,1612,7397
Zelenogradsk,54.95999152852434,20.477468302911415,Analysis International,1613,7398
Zelenogradsk,54.95767346196016,20.475129384810742,Industries Source Inc,1614,7399
Zelenogradsk,54.957781971858886,20.47638207537928,Analysis South International,1615,7400
Zelenogradsk,54.9580137066811,20.475593033570597,People Analysis Co,1616,7401
Zelenogradsk,54.95952976376991,20.477165685906453,Telecom Studio Co,1617,7402
Zelenogradsk,54.96018483374362,20.4771621072142,Solutions Organization,1618,7403
Zelenogradsk,54.96004171214934,20.476487426917167,Building Power Software Co,1619,7404
Zelenogradsk,54.958311012873814,20.4781801961822,Direct International,1620,7405
Zelenogradsk,54.9584578682781,20.47524767347086,Solutions Industries Virtual Co,1621,7406
Zelenogradsk,54.95795499659998,20.47836976997971,Speed LLC,1622,7407
Zelenogradsk,54.95974193260161,20.476549985887754,North Telecom Organization,1623,7408
Zelenogradsk,54.95810047014779,20.477413280213955,Hill Co,1624,7409
Zelenogradsk,54.958634461418264,20.477412474879124,Bell West Limited,1625,7410
Zelenogradsk,54.957484748318926,20.477024792264565,Speed Software International,1626,7411
Zelenogradsk,54.95702357103976,20.47681368266253,Network Net Graphics Incorporated,1627,7412
Zelenogradsk,54.95923181723921,20.47836221350786,South Corporation,1628,7413
Zelenogradsk,54.958876084023245,20.47833816114476,Digital Atlantic Virtual Inc,1629,7414
Zelenogradsk,54.95765372453738,20.475215312659977,Adventure Corporation,1630,7415
Zelenogradsk,54.95903543810224,20.477087471710185,Star Co,1631,7416
Zelenogradsk,54.95839078486281,20.47737398945866,Bell Virtual International,1632,7417
Zelenogradsk,54.95990576988388,20.477515057109,Architecture Internet International,1633,7418
Zelenogradsk,54.95772045589617,20.477606920245,Industries International,1634,7419
Zelenogradsk,54.95898322563728,20.474767292813887,Bell Electronics Alpha LLC,1635,7420
Zelenogradsk,54.95848057255927,20.475213488768894,Studio Systems International,1636,7421
Zelenogradsk,54.958734511761115,20.477357378558168,Power LLC,1637,7422
Zelenogradsk,54.95973004290614,20.475775869796276,Consulting Agency,1638,7423
Zelenogradsk,54.960690149264856,20.47595574792802,Speed Contract Corporation,1639,7424
Zelenogradsk,54.959143999602794,20.47510725597528,Application Pacific Incorporated,1640,7425
Zelenogradsk,54.96015286735202,20.477344422611125,Studio Omega Resource Industries,1641,7426
Zelenogradsk,54.95836521513594,20.476537247991114,Galaxy Agency,1642,7427
Zelenogradsk,54.95892708119159,20.47835727872161,Universal Limited,1643,7428
Zelenogradsk,54.95973830785786,20.47764445946783,Venture Industries,1644,7429
Zelenogradsk,54.95781118973727,20.475142704044206,Star Frontier Industries Industries,1645,7430
Zelenogradsk,54.95841339544578,20.47848159469579,Future Digital Industries Limited,1646,7431
Zelenogradsk,54.95943281767349,20.4750263078372,Research Industries,1647,7432
Zelenogradsk,54.96011661295913,20.477937328780293,Star Interactive Venture Inc,1648,7433
Zelenogradsk,54.95910296143832,20.475669722100477,Virtual Electronic Direct Limited,1649,7434
Zelenogradsk,54.95745226306782,20.47563798901397,Power Organization,1650,7435
Zelenogradsk,54.9586547403411,20.476156776809198,Research Corporation,1651,7436
Zelenogradsk,54.95704636708028,20.476567303846476,Building Venture Studio Co,1652,7437
Zelenogradsk,54.957611338328775,20.47565585159316,General Agency,1653,7438
Zelenogradsk,54.95907041100123,20.47510183385185,Atlantic Direct Limited,1654,7439
Zelenogradsk,54.9590675761593,20.477785927520614,Innovation LLC,1655,7440
Zelenogradsk,54.95721800180199,20.47669086531595,Signal Group,1656,7441
Zelenogradsk,54.957030810397434,20.476643488864543,Source LLC,1657,7442
Zelenogradsk,54.95904467322034,20.477013513526998,Alpha Max Incorporated,1658,7443
Zelenogradsk,54.959373458721565,20.474969258004453,Star General LLC,1659,7444
Zelenogradsk,54.959736688361915,20.47753078209283,Graphics Future Incorporated,1660,7445
Zelenogradsk,54.959983283110084,20.478121448045012,East Research Inc,1661,7446
Zelenogradsk,54.9599925070781,20.476971783596575,Universal Inc,1662,7447
Zelenogradsk,54.95899890389082,20.474849037446397,Medicine People Industries Industries,1663,7448
Zelenogradsk,54.95938789263087,20.477057342972227,Net International,1664,7449
Zelenogradsk,54.9598616218292,20.478348194579144,Studio Research Limited,1665,7450
Zelenogradsk,54.958435378207064,20.47565433750692,Pacific Net Incorporated,1666,7451
Zelenogradsk,54.95912277627236,20.476596126492417,Network Federated Virtual International,1667,7452
Zelenogradsk,54.95713445625518,20.477166875605874,General Internet Inc,1668,7453
Zelenogradsk,54.95760105120328,20.476280662876132,Solutions International,1669,7454
Zelenogradsk,54.95714677553411,20.476749314653475,Electronics Design Group,1670,7455
Zelenogradsk,54.95964260527387,20.476683266997867,Advanced North LLC,1671,7456
Zelenogradsk,54.95881708520953,20.47742906416796,Medicine Corporation,1672,7457
Zelenogradsk,54.95936016222406,20.47736907783343,Future Medicine Co,1673,7458
Zelenogradsk,54.95901212260372,20.476519181013717,Design Corporation,1674,7459
Zelenogradsk,54.95756790115302,20.477058894023767,Virtual Construction Net Industries,1675,7460
Zelenogradsk,54.958507998169175,20.475226419078446,Net Building Hill Agency,1676,7461
Zelenogradsk,54.95828976729202,20.475014416432607,Architecture Digital Agency,1677,7462
Zelenogradsk,54.957657125335906,20.476319724623117,Systems Telecom Software Organization,1678,7463
